questionnaire label	session	unit	itemid	item	shortID	student/teacher/experimenter	itemfulltext	scale: stimme nicht zu /stimme eher nicht zu / stimme eher zu / stimme zu / keine Angabe / freie Angabe	value	ID-number	answered for	age	sex	experience	conception 	class 	age adult education		value																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_wechselseitig	s	Die Schüler*innen haben sich wechselseitig etwas erklärt, sich Fragen gestellt oder Rückmeldung gegeben.			A	D	44	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_nachdenken	s	Es gab Fragen oder Aufgaben, bei denen die Schüler*innen richtig nachdenken mussten.			A	D	44	m						2																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_schwierigkeit	s	Den Schüler*innen standen Aufgaben mit unterschiedlichen Schwierigkeitsstufen und unterschiedlichen Hilfen zur Wahl.			A	D	44	m						1																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_individuell	s	Es gab Aufgaben, bei denen die Schüler*innen selbst entscheiden konnten, auf welche Weise sie sie bearbeiten.			A	D	44	m						2																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_beherrschen	s	Die Lehrperson hat darau geachtet, dass alle den Lernstoff des Unterrichts sicher beherschen.			A	D	44	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_stand	s	Die Lehrperson stand gerade und aufrecht. 			A	D	44	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_augen	s	Die Lehrperson hat den Schüler*innen direkt in die aufgen geschaut. 			A	D	44	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_blick	s	Die Lehrperson hatte die ganze Klasse im Blick. 			A	D	44	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_vorsichgeht	s	Die Lehrperson wusste immer genau, was in der Klasse vor sich geht. 			A	D	44	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_raum	s	Während der Stunde ging die Lehrperson oft durch die Reihen der Klasse.			A	D	44	m						2																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_gestik	s	Die Gestik und Mimik unterstützen den Ausdruck der Lehrperson. 			A	D	44	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_alleangesehen	s	Ich hatte den Eindruck, dass die Lehrperson alle oft angesehen hat.			A	D	44	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	6	Präsenz/Stimme  	ps_deutlich	s	Die Lehrperson hat klar, deutlich und langsam gesprochen.			A	D	44	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	6	Präsenz/Stimme  	ps_klar	s	Die Lehrperson hat sich klar und verständlich ausgedrückt.			A	D	44	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	6	Präsenz/Stimme  	ps_impulse	s	Die Arbeitsaufträge waren präzise, klar und kurz formuliert.			A	D	44	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	6	Präsenz/Stimme 	ps_vorgehen	s	Vor einem Methodenwechsel erklärte die Lehrperson nochmals kurz das Vorgehen und die geltenden Regeln (z.B. bei Gruppenarbeit).			A	D	44	m						2																																							
Aperol_pilot_01_01_expert_D_quest	001	001	7	Präsenz/Stimme 	ps_redeanteil	s	Meine Einschätzung des Redeanteils der Lehrperson liegt bei ___%.			A	D	44	m						80																																							
Aperol_pilot_01_01_expert_D_quest	001	001	7	Präsenz/verbale_nonberbale Intervention	pi_nonverbal	s	Bei Unterrichtsstärungen hat die Lehrperson oft nonverbale Signale, wie z.B. Stirnrunzeln oder mahnende Blicke verwendet.			A	D	44	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	7	Präsenz/verbale_nonberbale Intervention	pi_zubewegen	s	Bei Unterrichtsstörungen hat die Leherperson sich oft auf störende/unruhig werdende Schüler*innen zubewegt, um sie zu ermahnen.+			A	D	44	m						2																																							
Aperol_pilot_01_01_expert_D_quest	001	001	7	Präsenz/verbale_nonberbale Intervention	pi_direkt	s	Bei Unterrichtsstörungen hat die Lehrperson störende Schüler*innen direkt angesprochen.			A	D	44	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	8	Manipulationsitem 	m_natürlich	s	Während der Stunde hat sich die Lehrperson sehr natürlich verhalten.			A	D	44	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	8	Manipulationsitem 	m_fiktiv	s	Ich hatte den Eindruck, dass es für die Lehrperson keine Problem war, vor einer fiktiven Klasse zu unterrichten.			A	D	44	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	8	Manipulationsitem 	m_verhalten	s	Ich hatte den Eindruck, dass sich die Lehrperson beim Unterrichten vor der fiktiven Klasse so verhalten, wie sie es auch in der Schule tun würde. 			A	D	44	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	1	Klassenmanagement	km_lernstoff	s	Die gesamte Unterrichtsstunde wurde für den Lernstoff verwendet.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	1	Klassenmanagement	km_mitbekommen	s	Die Lehrperson hat alles mitbekommen, was in der Klasse passiert ist.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	1	Klassenmanagement	kkm_klar	s	Den Schüler*innen war jederzeit klar, was sie tun sollten.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	1	Klassenmanagement	km_unegstört	s	Die Schüler*innen konnten ungestört arbeiten. 			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	1	Klassenmanagement	km_aktiv	s	Die Schüler*innen waren die ganze Stunde über aktiv bei der Sache.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	2	Lernförderliches Klima und Motivierung	lkm_freundlich	s	Die Lehrperson war freundlich zu den Schüler*innen.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	2	Lernförderliches Klima und Motivierung	lkm_interesse	s	Es gab Aufgaben, die etwas mit den Interessen oder den Alltagerfahrungen der Schüler*innen zu tun haben. 			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	2	Lernförderliches Klima und Motivierung	lkm_kritik	s	Die Lehrperson hat Fehler nicht kritisiert, sondern als Lehrgelegenheit betrachtet. 			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	2	Lernförderliches Klima und Motivierung	lkm_ausreden	s	Die Lehrperson die Schüler*innen ausreden lasse, wenn sie dran waren.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	2	Lernförderliches Klima und Motivierung	lkm_überlegen	s	Wenn die Lehrperson Fragen oder Aufgaben gestellt hat, hat sie den Schüler*innen ausreichend Zeit zum Überlegen gegeben.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	2	Lernförderliches Klima und Motivierung	lkm_rückmeldungen	s	Die Hinweise und rückmeldungn der Leherperson waren für die Schüler*innen hilfreich.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	3	Klarheit und Strukturiertheit	lkm_funktion	s	Den Schüler*innen ist klar, was sie in dieser Stunde lernen sollten.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	3	Klarheit und Strukturiertheit	ks_verständlich	s	Die Lehrperson so erklärt, dass die Schüler*innen alles verstanden haben.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	3	Klarheit und Strukturiertheit	ks_sichtbar	s	Der Lernstoff wurde sichtbar gemacht, zum Beispiel durch Schaubild, Mindmap, Poster oder Zeichnung.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	3	Klarheit und Strukturiertheit	ks_deutlich	s	Die ehrperson hat darauf geachtet, dass jede*r klar und deutlich spricht.			B	D	29	w						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	3	Klarheit und Strukturiertheit	ks_zusammenfassend	s	Die wichtigsten Punkte wurden zusammengefasst.			B	D	29	w						2																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_beiträge	s	Die Schüler*innen haben sich mit eigenen Beiträgen am Unterrichtsgespräch beteiligt. 			B	D	29	w						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_wechselseitig	s	Die Schüler*innen haben sich wechselseitig etwas erklärt, sich Fragen gestellt oder Rückmeldung gegeben.			B	D	29	w						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_nachdenken	s	Es gab Fragen oder Aufgaben, bei denen die Schüler*innen richtig nachdenken mussten.			B	D	29	w						2																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_schwierigkeit	s	Den Schüler*innen standen Aufgaben mit unterschiedlichen Schwierigkeitsstufen und unterschiedlichen Hilfen zur Wahl.			B	D	29	w						1																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_individuell	s	Es gab Aufgaben, bei denen die Schüler*innen selbst entscheiden konnten, auf welche Weise sie sie bearbeiten.			B	D	29	w						1																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_beherrschen	s	Die Lehrperson hat darau geachtet, dass alle den Lernstoff des Unterrichts sicher beherschen.			B	D	29	w						1																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_stand	s	Die Lehrperson stand gerade und aufrecht. 			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_augen	s	Die Lehrperson hat den Schüler*innen direkt in die aufgen geschaut. 			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_blick	s	Die Lehrperson hatte die ganze Klasse im Blick. 			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_vorsichgeht	s	Die Lehrperson wusste immer genau, was in der Klasse vor sich geht. 			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_raum	s	Während der Stunde ging die Lehrperson oft durch die Reihen der Klasse.			B	D	29	w						1																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_gestik	s	Die Gestik und Mimik unterstützen den Ausdruck der Lehrperson. 			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_alleangesehen	s	Ich hatte den Eindruck, dass die Lehrperson alle oft angesehen hat.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	6	Präsenz/Stimme  	ps_deutlich	s	Die Lehrperson hat klar, deutlich und langsam gesprochen.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	6	Präsenz/Stimme  	ps_klar	s	Die Lehrperson hat sich klar und verständlich ausgedrückt.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	6	Präsenz/Stimme  	ps_impulse	s	Die Arbeitsaufträge waren präzise, klar und kurz formuliert.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	6	Präsenz/Stimme 	ps_vorgehen	s	Vor einem Methodenwechsel erklärte die Lehrperson nochmals kurz das Vorgehen und die geltenden Regeln (z.B. bei Gruppenarbeit).			B	D	29	w						1																																							
Aperol_pilot_01_01_expert_D_quest	001	001	7	Präsenz/Stimme 	ps_redeanteil	s	Meine Einschätzung des Redeanteils der Lehrperson liegt bei ___%.			B	D	29	w						70																																							
Aperol_pilot_01_01_expert_D_quest	001	001	7	Präsenz/verbale_nonberbale Intervention	pi_nonverbal	s	Bei Unterrichtsstärungen hat die Lehrperson oft nonverbale Signale, wie z.B. Stirnrunzeln oder mahnende Blicke verwendet.			B	D	29	w						2																																							
Aperol_pilot_01_01_expert_D_quest	001	001	7	Präsenz/verbale_nonberbale Intervention	pi_zubewegen	s	Bei Unterrichtsstörungen hat die Leherperson sich oft auf störende/unruhig werdende Schüler*innen zubewegt, um sie zu ermahnen.+			B	D	29	w						2																																							
Aperol_pilot_01_01_expert_D_quest	001	001	7	Präsenz/verbale_nonberbale Intervention	pi_direkt	s	Bei Unterrichtsstörungen hat die Lehrperson störende Schüler*innen direkt angesprochen.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	8	Manipulationsitem 	m_natürlich	s	Während der Stunde hat sich die Lehrperson sehr natürlich verhalten.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	8	Manipulationsitem 	m_fiktiv	s	Ich hatte den Eindruck, dass es für die Lehrperson keine Problem war, vor einer fiktiven Klasse zu unterrichten.			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	8	Manipulationsitem 	m_verhalten	s	Ich hatte den Eindruck, dass sich die Lehrperson beim Unterrichten vor der fiktiven Klasse so verhalten, wie sie es auch in der Schule tun würde. 			B	D	29	w						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	1	Klassenmanagement	km_lernstoff	s	Die gesamte Unterrichtsstunde wurde für den Lernstoff verwendet.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	1	Klassenmanagement	km_mitbekommen	s	Die Lehrperson hat alles mitbekommen, was in der Klasse passiert ist.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	1	Klassenmanagement	kkm_klar	s	Den Schüler*innen war jederzeit klar, was sie tun sollten.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	1	Klassenmanagement	km_unegstört	s	Die Schüler*innen konnten ungestört arbeiten. 			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	1	Klassenmanagement	km_aktiv	s	Die Schüler*innen waren die ganze Stunde über aktiv bei der Sache.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	2	Lernförderliches Klima und Motivierung	lkm_freundlich	s	Die Lehrperson war freundlich zu den Schüler*innen.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	2	Lernförderliches Klima und Motivierung	lkm_interesse	s	Es gab Aufgaben, die etwas mit den Interessen oder den Alltagerfahrungen der Schüler*innen zu tun haben. 			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	2	Lernförderliches Klima und Motivierung	lkm_kritik	s	Die Lehrperson hat Fehler nicht kritisiert, sondern als Lehrgelegenheit betrachtet. 			C	D	33	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	2	Lernförderliches Klima und Motivierung	lkm_ausreden	s	Die Lehrperson die Schüler*innen ausreden lasse, wenn sie dran waren.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	2	Lernförderliches Klima und Motivierung	lkm_überlegen	s	Wenn die Lehrperson Fragen oder Aufgaben gestellt hat, hat sie den Schüler*innen ausreichend Zeit zum Überlegen gegeben.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	2	Lernförderliches Klima und Motivierung	lkm_rückmeldungen	s	Die Hinweise und rückmeldungn der Leherperson waren für die Schüler*innen hilfreich.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	3	Klarheit und Strukturiertheit	lkm_funktion	s	Den Schüler*innen ist klar, was sie in dieser Stunde lernen sollten.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	3	Klarheit und Strukturiertheit	ks_verständlich	s	Die Lehrperson so erklärt, dass die Schüler*innen alles verstanden haben.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	3	Klarheit und Strukturiertheit	ks_sichtbar	s	Der Lernstoff wurde sichtbar gemacht, zum Beispiel durch Schaubild, Mindmap, Poster oder Zeichnung.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	3	Klarheit und Strukturiertheit	ks_deutlich	s	Die ehrperson hat darauf geachtet, dass jede*r klar und deutlich spricht.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	3	Klarheit und Strukturiertheit	ks_zusammenfassend	s	Die wichtigsten Punkte wurden zusammengefasst.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_beiträge	s	Die Schüler*innen haben sich mit eigenen Beiträgen am Unterrichtsgespräch beteiligt. 			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_wechselseitig	s	Die Schüler*innen haben sich wechselseitig etwas erklärt, sich Fragen gestellt oder Rückmeldung gegeben.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_nachdenken	s	Es gab Fragen oder Aufgaben, bei denen die Schüler*innen richtig nachdenken mussten.			C	D	33	m						2																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_schwierigkeit	s	Den Schüler*innen standen Aufgaben mit unterschiedlichen Schwierigkeitsstufen und unterschiedlichen Hilfen zur Wahl.			C	D	33	m						2																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_individuell	s	Es gab Aufgaben, bei denen die Schüler*innen selbst entscheiden konnten, auf welche Weise sie sie bearbeiten.			C	D	33	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	4	Aktivierungund Förderung	af_beherrschen	s	Die Lehrperson hat darau geachtet, dass alle den Lernstoff des Unterrichts sicher beherschen.			C	D	33	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_stand	s	Die Lehrperson stand gerade und aufrecht. 			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_augen	s	Die Lehrperson hat den Schüler*innen direkt in die aufgen geschaut. 			C	D	33	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_blick	s	Die Lehrperson hatte die ganze Klasse im Blick. 			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_vorsichgeht	s	Die Lehrperson wusste immer genau, was in der Klasse vor sich geht. 			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_raum	s	Während der Stunde ging die Lehrperson oft durch die Reihen der Klasse.			C	D	33	m						2																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_gestik	s	Die Gestik und Mimik unterstützen den Ausdruck der Lehrperson. 			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	5	Haltung_Blick	phb_alleangesehen	s	Ich hatte den Eindruck, dass die Lehrperson alle oft angesehen hat.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	6	Präsenz/Stimme  	ps_deutlich	s	Die Lehrperson hat klar, deutlich und langsam gesprochen.			C	D	33	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	6	Präsenz/Stimme  	ps_klar	s	Die Lehrperson hat sich klar und verständlich ausgedrückt.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	6	Präsenz/Stimme  	ps_impulse	s	Die Arbeitsaufträge waren präzise, klar und kurz formuliert.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	6	Präsenz/Stimme 	ps_vorgehen	s	Vor einem Methodenwechsel erklärte die Lehrperson nochmals kurz das Vorgehen und die geltenden Regeln (z.B. bei Gruppenarbeit).			C	D	33	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	7	Präsenz/Stimme 	ps_redeanteil	s	Meine Einschätzung des Redeanteils der Lehrperson liegt bei ___%.			C	D	33	m						80																																							
Aperol_pilot_01_01_expert_D_quest	001	001	7	Präsenz/verbale_nonberbale Intervention	pi_nonverbal	s	Bei Unterrichtsstärungen hat die Lehrperson oft nonverbale Signale, wie z.B. Stirnrunzeln oder mahnende Blicke verwendet.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	7	Präsenz/verbale_nonberbale Intervention	pi_zubewegen	s	Bei Unterrichtsstörungen hat die Leherperson sich oft auf störende/unruhig werdende Schüler*innen zubewegt, um sie zu ermahnen.+			C	D	33	m						3																																							
Aperol_pilot_01_01_expert_D_quest	001	001	7	Präsenz/verbale_nonberbale Intervention	pi_direkt	s	Bei Unterrichtsstörungen hat die Lehrperson störende Schüler*innen direkt angesprochen.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	8	Manipulationsitem 	m_natürlich	s	Während der Stunde hat sich die Lehrperson sehr natürlich verhalten.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	8	Manipulationsitem 	m_fiktiv	s	Ich hatte den Eindruck, dass es für die Lehrperson keine Problem war, vor einer fiktiven Klasse zu unterrichten.			C	D	33	m						4																																							
Aperol_pilot_01_01_expert_D_quest	001	001	8	Manipulationsitem 	m_verhalten	s	Ich hatte den Eindruck, dass sich die Lehrperson beim Unterrichten vor der fiktiven Klasse so verhalten, wie sie es auch in der Schule tun würde. 			C	D	33	m						4																																							
Aperol_pilot_02_01_novice_A_quest	002	001	1	Klassenmanagement	km_lernstoff	exp	Die gesamte Unterrichtssequenz wurde für den Lernstoff verwendet.			exp	A		w						3																																							
Aperol_pilot_02_01_novice_A_quest	002	001	1	Klassenmanagement	km_mitbekommen	exp	Die Lehrperson hat alles mitbekommen, was in der Klasse passiert ist.			exp	A		w						3																																							
Aperol_pilot_02_01_novice_A_quest	002	001	1	Klassenmanagement	km_klar	exp	Den Lernenden war jederzeit klar, was sie tun sollten.			exp	A		w						2																																							
Aperol_pilot_02_01_novice_A_quest	002	001	1	Klassenmanagement	km_ungestört	exp	Die Lernenden konnten ungestört arbeiten.			exp	A		w						2																																							
Aperol_pilot_02_01_novice_A_quest	002	001	1	Klassenmanagement	km_aktiv	exp	Die Lernenden waren die ganze Stunde über aktiv bei der Sache.			exp	A		w						1																																							
Aperol_pilot_02_01_novice_A_quest	002	001	1	Klassenmanagement	km_regeln	exp	In der Unterrichtssequenz ist es der Lehrperson gelungen, Regeln und Routinen transparent zu machen. 			exp	A		w						1																																							
Aperol_pilot_02_01_novice_A_quest	002	001	2	Lernförderliches Klima und Motivierung	lkm_freundlich	exp	Die Lehrperson war freundlich zu den Lernenden.			exp	A		w						3																																							
Aperol_pilot_02_01_novice_A_quest	002	001	2	Lernförderliches Klima und Motivierung	lkm_interesse	exp	Die unterrichteten Inhalte hatten etwas etwas mit den Interessen/den Alltagserfahrungen/der Lebenserfahrung der Lernenden zu tun.			exp	A		w						2																																							
Aperol_pilot_02_01_novice_A_quest	002	001	2	Lernförderliches Klima und Motivierung	lkm_kritik	exp	Die Lehrperson hat Fehler nicht kritisiert, sondern als Lerngelegenheit betrachtet.			exp	A		w						2																																							
Aperol_pilot_02_01_novice_A_quest	002	001	2	Lernförderliches Klima und Motivierung	lkm_ausreden	exp	Die Lehrperson hat Lernende ausreden lassen, wenn sie dran waren.			exp	A		w						4																																							
Aperol_pilot_02_01_novice_A_quest	002	001	2	Lernförderliches Klima und Motivierung	lkm_überlegen	exp	Wenn die Lehrperson Fragen oder Aufgaben gestellt hat, hat sie den Lernenden ausreichend Zeit zum Überlegen gelassen.			exp	A		w						2																																							
Aperol_pilot_02_01_novice_A_quest	002	001	2	Lernförderliches Klima und Motivierung	lkm_zeit_überlegen	exp	Wenn die Lehrperson Fragen oder Aufgaben gestellt hat, hat sie den Lernenden folgende Zeit zum Nachdenken gegeben:			exp	A		w						5-10sec																																							
Aperol_pilot_02_01_novice_A_quest	002	001	2	Lernförderliches Klima und Motivierung	lkm_rückmeldungen	exp	Die Hinweise und Rückmeldungen der Lehrperson waren für die Lernenden hilfreich.			exp	A		w						2																																							
Aperol_pilot_02_01_novice_A_quest	002	001	3	Klarheit und Strukturiertheit	ks_funktion	exp	Den Lernenden ist die Funktion dieser Sequenz bewusst geworden.			exp	A		w						3																																							
Aperol_pilot_02_01_novice_A_quest	002	001	3	Klarheit und Strukturiertheit	ks_verständlich	exp	Die Lehrperson hat so erklärt, dass die Lernenden alles verstanden haben.			exp	A		w						3																																							
Aperol_pilot_02_01_novice_A_quest	002	001	3	Klarheit und Strukturiertheit	ks_sichtbar	exp	Die Lehrperson hat den Unterrichtsinhalt sichtbar gemacht, zum Beispiel durch Schaubild, Mindmap, Poster oder Zeichnung.			exp	A		w						2																																							
Aperol_pilot_02_01_novice_A_quest	002	001	4	Aktivierungund Förderung	af_beiträge	exp	Die Lernenden haben sich mit eigenen Beiträgen am Unterrichtsgespräch beteiligt.			exp	A		w						2																																							
Aperol_pilot_02_01_novice_A_quest	002	001	4	Aktivierungund Förderung	af_wechselseitig	exp	Sofern möglich, haben sich die Lernenden wechselseitig etwas erklärt, sich Fragen gestellt oder Rückmeldung gegeben.			exp	A		w						-																																							
Aperol_pilot_02_01_novice_A_quest	002	001	4	Aktivierungund Förderung	af_nachdenken	exp	Es gab Fragen oder Aufgaben, bei denen die Lernenden richtig nachdenken mussten.			exp	A		w						4																																							
Aperol_pilot_02_01_novice_A_quest	002	001	4	Aktivierungund Förderung	af_esk	exp	Die Lernenden wurden durch die Fragen und Antworten während der Sequenz emotional/sozial/kognitiv gefordert.			exp	A		w						4																																							
Aperol_pilot_02_01_novice_A_quest	002	001	4	Aktivierungund Förderung	af_niveaus	exp	Die Sequenz hat Lernende mit unterschiedlichen Lernvoraussetzungen und - niveaus angesprochen. 			exp	A		w						3																																							
Aperol_pilot_02_01_novice_A_quest	002	001	4	Aktivierungund Förderung	af_verständlich	exp	Die Lehrperson hat darauf geachtet, dass alle die Inhalte der Sequenz verstanden haben. 			exp	A		w						2																																							
Aperol_pilot_02_01_novice_A_quest	002	001	5	Präsenz/Haltung_Blick	phb_stand	exp	Die Lehrperson stand gerade und aufrecht. 			exp	A		w						3																																							
Aperol_pilot_02_01_novice_A_quest	002	001	5	Präsenz/Haltung_Blick	phb_augen	exp	Die Lehrperson hat den Lernenden direkt in die Augen geschaut.			exp	A		w						3																																							
Aperol_pilot_02_01_novice_A_quest	002	001	5	Präsenz/Haltung_Blick	phb_blick	exp	Die Lehrperson hatte die ganze Klasse im Blick. 			exp	A		w						3																																							
Aperol_pilot_02_01_novice_A_quest	002	001	5	Präsenz/Haltung_Blick	phb_vorsichgeht	exp	Die Lehrperson wusste immer genau, was in der Klasse vor sich geht. 			exp	A		w						2																																							
Aperol_pilot_02_01_novice_A_quest	002	001	5	Präsenz/Haltung_Blick	phb_raum	exp	Während der Sequenz hat sich die Lehrperson im Raum bewegt. 			exp	A		w						2																																							
Aperol_pilot_02_01_novice_A_quest	002	001	5	Präsenz/Haltung_Blick	phb_gestik	exp	Die Gestik und Mimik unterstützen den Ausdruck der Lehrperson. 			exp	A		w						2																																							
Aperol_pilot_02_01_novice_A_quest	002	001	5	Präsenz/Haltung_Blick	phb_alleangesehen	exp	Ich hatte den Eindruck, die Lehrperson hat alle oft angesehen. 			exp	A		w						3																																							
Aperol_pilot_02_01_novice_A_quest	002	001	6	Präsenz/Stimme 	ps_deutlich	exp	Die Lehrperson hat klar, deutlich und langsam gesprochen.			exp	A		w						4																																							
Aperol_pilot_02_01_novice_A_quest	002	001	6	Präsenz/Stimme 	ps_klar	exp	Die Lehrperson hat sich klar und verständlich ausgedrückt.			exp	A		w						4																																							
